Tendency,TOP1,JG1,MID1,AD1,SUP1,TOP2,JG2,MID2,AD2,SUP2,melee_number,MeanKills,killsat10,killsat15,numberofgames
23,0.25,1.75,0.75,-0.875,-3.375,0,24.75,-2.5,-1.25,10
25,0.0,1.75,1.5,0.5,1.75,2,24.75,-0.5,-0.25,10
20,0.25,-0.5,0.0,-0.875,-3.375,0,24.75,-1.5,0.75,10
14,0.0,1.75,1.5,0.125,-2.25,2,24.75,-2.25,-7.0,6
30,0.25,1.5,0.0,0.5,1.75,2,27.5,1.25,-0.25,6
19,0.5,1.0,3.375,1.625,1.0625,1,30.25,-1.5,-5.25,6
17,0.0,0.25,2.0,1.125,1.125,2,26.0,0.25,-4.0,6
21,1.75,1.5,0.0,1.0,1.0,2,29.75,0.75,-4.0,6
24,0.0,-0.5,1.5,1.125,0.625,3,26.25,-3.75,-0.5,10
44,1.0,1.0,1.5,1.5625,1.125,2,26.25,0.25,4.5,10
50,0.0,0.25,1.5,1.3125,1.5,2,26.25,10.25,8.5,10
33,0.25,2.25,0.75,-0.1875,0.125,1,26.25,0.25,-4.5,10
25,0.5,-0.5,0.75,-1.9375,-3.375,1,24.0,-1.0,-3.75,10
31,0.25,1.75,1.5,0.5,1.75,1,24.0,0.0,-2.75,10
18,0.25,-0.5,-0.5,-0.25,-0.875,0,24.75,-0.75,-3.5,10
19,1.75,1.5,2.0,-1.9375,-3.375,-1,24.75,1.25,-0.5,10
40,0.25,-0.5,0.0,1.3125,1.0,2,33.5,5.0,1.5,7
28,0.0,1.75,0.0,1.0,-0.5,2,26.5,2.5,0.5,7
31,0.25,2.75,2.0,1.0,-0.625,0,23.0,2.0,4.5,7
23,1.75,2.75,0.0,1.5,1.75,1,22.5,5.5,5.5,7
29,2.25,1.0,0.75,0.125,0.75,2,25.0,0.5,0.0,7
28,0.0,1.75,1.5,1.5,-2.25,0,30.25,0.25,0.0,10
12,0.0,1.5,0.75,2.1875,1.0,2,30.25,-2.75,-6.0,10
26,0.0,2.0,0.0,0.9375,1.25,3,30.25,-2.75,1.0,10
14,0.5,1.5,1.5,1.125,1.125,2,24.75,-2.25,-3.75,10
32,0.25,0.25,0.0,0.9375,1.0,2,24.75,-0.25,0.25,10
35,2.0,1.5,0.0,1.375,1.9375,1,26.25,-0.5,-1.75,10
37,1.75,1.75,2.0,-2.0,-0.1875,0,26.25,-0.5,6.25,10
24,0.5,1.75,3.375,1.3125,1.125,2,25.25,1.5,0.25,8
17,0.0,1.0,0.75,1.375,0.8125,1,30.0,1.75,0.75,8
25,0.0,2.75,1.5,0.9375,0.625,1,29.0,0.25,3.0,8
25,1.75,1.0,2.0,1.25,0.75,2,25.5,5.25,4.0,8
23,0.75,1.75,1.5,0.625,0.125,2,27.25,3.25,3.75,8
18,0.0,1.5,0.75,1.3125,1.0,3,30.0,-1.25,-6.25,8
32,1.75,-0.5,0.0,0.9375,0.375,2,28.5,0.0,-4.0,10
32,1.75,-0.5,0.5,1.0,0.75,1,28.5,5.0,5.0,10
29,0.5,1.75,2.0,1.375,1.625,1,28.5,1.0,3.0,10
34,2.0,1.75,2.0,0.125,0.75,2,29.5,-1.5,-2.75,9
39,0.75,2.75,0.0,0.875,-0.4375,0,29.5,4.5,2.25,9
32,0.5,-0.5,0.5,0.9375,0.125,2,29.5,5.5,4.25,9
21,0.0,1.5,0.5,-0.875,-0.875,1,27.5,-1.0,-3.5,9
30,0.5,1.75,0.5,0.5,1.25,2,27.5,-1.0,-1.5,9
21,0.25,-0.5,0.0,1.6875,0.0,0,31.25,1.5,-0.5,10
33,2.0,2.75,-0.5,2.1875,1.5,2,31.25,0.5,7.5,10
21,0.25,1.75,0.0,0.1875,-0.25,1,31.25,-0.5,-4.5,10
20,0.0,0.125,0.0,-0.875,-1.0,0,28.75,-2.25,-4.5,10
35,0.5,2.0,0.0,0.1875,0.0,1,28.75,1.75,0.5,10
